# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jul  5 11:28:47 2020
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbperstr not null
# CONSTRAINT:  and pl_orbsmaxstr not null
# CONSTRAINT:  and st_massstr not null
# CONSTRAINT:  and st_radstr not null
# CONSTRAINT:  and st_glon not null
# CONSTRAINT:  and st_glat not null)
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_rvamperr1:   Radial Velocity Amplitude Upper Unc. [m/s]
# COLUMN pl_rvamperr2:   Radial Velocity Amplitude Lower Unc. [m/s]
# COLUMN pl_rvamplim:    Radial Velocity Amplitude Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [days]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [days]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_mnum:        Number of Moons in System
# COLUMN st_glon:        Galactic Longitude [deg]
# COLUMN st_glat:        Galactic Latitude [deg]
# COLUMN st_radv:        Radial Velocity [km/s]
# COLUMN st_radverr1:    Radial Velocity Upper Unc. [km/s]
# COLUMN st_radverr2:    Radial Velocity Lower Unc. [km/s]
# COLUMN st_radvlim:     Radial Velocity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_facility,pl_mnum,st_glon,st_glat,st_radv,st_radverr1,st_radverr2,st_radvlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
WASP-104,b,WASP-104 b,Transit,1,1.75541370,0.00000180,-0.00000360,0,0.029180,0.000450,-0.000450,0,0.000000,,,0,83.630,0.250,-0.250,0,1.07400,0.08800,-0.08800,0,0,143.00,10.00,-10.00,0,186.92,1.47,-1.47,0,5475.00,127.00,-127.00,0,1.08,0.05,-0.05,0,0.96,0.03,-0.03,0,2014-09-25,202.700,4.300,-4.300,0,1516,39,-39,0,404.26300,14.93700,-14.93700,0,12.745,0.415,-0.415,0,0.0734200,0.0005600,-0.0005600,0,SuperWASP,0,239.720445,53.639894,28.55,0.00,0.00,0,4.50,0.02,-0.02,0,,,,
WASP-105,b,WASP-105 b,Transit,1,7.87288000,0.00001000,-0.00001000,0,0.075000,0.003000,-0.003000,0,0.000000,,,0,89.700,0.200,-0.200,0,2.65000,0.13000,-0.13000,0,0,252.52,13.71,-13.71,0,252.52,13.71,-13.71,0,5070.00,130.00,-130.00,0,0.89,0.09,-0.09,0,0.90,0.03,-0.03,0,2017-08-17,194.000,3.000,-3.000,0,900,20,-20,0,572.09400,31.78300,-31.78300,0,10.761,0.336,-0.336,0,0.1550000,0.0006000,-0.0006000,0,SuperWASP-South,0,285.863394,-64.943724,24.68,0.00,0.00,0,4.20,0.20,-0.20,0,,,,
WASP-107,b,WASP-107 b,Transit,1,5.72149000,0.00000200,-0.00000200,0,0.055000,0.001000,-0.001000,0,0.000000,,,0,89.700,0.200,-0.200,0,0.19000,0.03000,-0.03000,0,0,64.86,0.26,-0.26,0,64.86,0.26,-0.26,0,4430.00,120.00,-120.00,0,0.69,0.05,-0.05,0,0.66,0.02,-0.02,0,2017-08-17,17.000,2.000,-2.000,0,770,60,-60,0,38.13960,3.17830,-3.17830,0,10.536,0.224,-0.224,0,0.1147000,0.0003000,-0.0003000,0,SuperWASP-South,0,295.692105,52.473936,14.16,0.00,0.00,0,4.50,0.10,-0.10,0,,,,
WASP-113,b,WASP-113 b,Transit,1,4.54216875,0.00000420,-0.00000420,0,0.058850,0.000100,-0.000100,0,0.000000,,,0,86.460,1.200,-0.640,0,0.22800,0.07300,-0.04500,0,0,360.00,70.00,-70.00,0,440.67,4.47,-4.47,0,5890.00,140.00,-140.00,0,1.32,0.07,-0.07,0,1.61,0.09,-0.12,0,2016-07-18,48.740,5.200,-5.200,0,1496,60,-60,0,150.96925,17.16282,-16.52716,0,15.793,1.076,-1.569,0,0.1791000,0.0019000,-0.0019000,0,SuperWASP-North,0,79.828325,58.029315,-11.05,0.71,-0.71,0,4.20,0.10,-0.10,0,,,,
WASP-114,b,WASP-114 b,Transit,1,1.54877430,0.00000120,-0.00000091,0,0.028510,0.000390,-0.000390,0,0.012000,0.022000,-0.009000,0,83.960,0.900,-0.900,0,0.97000,0.13000,-0.13000,0,0,460.00,80.00,-80.00,0,418.48,17.02,-17.02,0,5940.00,140.00,-140.00,0,1.29,0.05,-0.05,0,1.43,0.06,-0.06,0,2016-07-18,260.600,5.400,-5.400,0,2043,58,-58,0,562.24127,20.34112,-20.34112,0,15.009,0.717,-0.717,0,0.1159200,0.0007900,-0.0007900,0,SuperWASP-North,0,67.325354,-32.271368,,,,,4.30,0.10,-0.10,0,,,,
WASP-118,b,WASP-118 b,Transit,1,4.04604350,0.00000440,-0.00000440,0,0.054530,0.000480,-0.000480,0,0.000000,,,0,88.700,0.900,-0.900,0,0.23300,0.02400,-0.02400,0,0,380.53,11.02,-11.02,0,380.53,11.02,-11.02,0,6410.00,125.00,-125.00,0,1.32,0.04,-0.04,0,1.70,0.03,-0.03,0,2016-09-08,54.600,1.900,-1.900,0,1729,36,-36,0,163.36462,6.35660,-6.35660,0,16.141,0.404,-0.404,0,0.2002000,0.0019000,-0.0019000,0,SuperWASP,0,136.180185,-59.478719,5.88,0.00,0.00,0,4.10,0.01,-0.01,0,,,,
WASP-119,b,WASP-119 b,Transit,1,2.49979000,0.00001000,-0.00001000,0,0.036300,0.000700,-0.000700,0,0.058000,,,1,85.000,2.000,-2.000,0,0.70000,0.30000,-0.30000,0,0,333.00,29.00,-29.00,0,305.11,2.02,-2.02,0,5650.00,100.00,-100.00,0,1.02,0.06,-0.06,0,1.20,0.10,-0.10,0,2016-05-05,181.000,10.000,-10.000,0,1600,80,-80,0,390.93090,25.42640,-25.42640,0,15.693,2.242,-2.242,0,0.1260000,0.0060000,-0.0060000,0,SuperWASP-South,0,279.719699,-43.366584,8.40,0.01,-0.01,0,4.26,0.08,-0.08,0,,,,
WASP-12,b,WASP-12 b,Transit,1,1.09142000,0.00000014,-0.00000014,0,0.023200,0.000640,-0.000640,0,,,,,83.520,0.030,-0.030,0,0.26700,0.02880,-0.02880,0,1,432.48,6.09,-6.09,0,432.48,6.09,-6.09,0,6360.00,140.00,-140.00,0,1.43,0.11,-0.11,0,1.66,0.05,-0.05,0,2019-07-11,226.400,4.100,-4.100,0,2593,57,-57,0,465.62095,25.10857,-25.10857,0,21.712,0.628,-0.628,0,0.1267000,0.0000900,-0.0005000,0,SuperWASP,0,184.083131,8.936468,19.08,0.00,,0,,,,,,,,
WASP-120,b,WASP-120 b,Transit,1,3.61127060,0.00000430,-0.00000430,0,0.051400,0.000700,-0.000700,0,0.057000,0.022000,-0.018000,0,82.540,0.780,-0.780,0,2.00000,0.44000,-0.34000,0,0,437.00,21.00,-21.00,0,385.41,3.25,-3.25,0,6450.00,120.00,-120.00,0,1.39,0.06,-0.06,0,1.87,0.11,-0.11,0,2016-06-03,509.000,17.000,-17.000,0,1880,70,-70,0,1541.47550,66.74430,-66.74430,0,16.511,1.076,-1.076,0,0.1483000,0.0016000,-0.0016000,0,SuperWASP,0,252.186923,-46.684001,19.84,0.01,-0.01,0,4.04,0.05,-0.05,0,,,,
WASP-121,b,WASP-121 b,Transit,1,1.27492550,0.00000020,-0.00000025,0,0.025440,0.000490,-0.000500,0,0.000000,,,0,87.600,0.600,-0.600,0,0.24300,0.02100,-0.02100,0,0,270.00,90.00,-90.00,0,272.01,1.58,-1.58,0,6459.00,140.00,-140.00,0,1.35,0.08,-0.08,0,1.46,0.03,-0.03,0,2016-06-23,,,,,2358,52,-52,0,375.99289,20.34112,-19.70546,0,20.905,0.493,-0.493,0,0.1203000,0.0003000,-0.0003000,0,SuperWASP,0,250.293872,-13.325089,38.35,0.02,-0.02,0,4.24,0.01,-0.01,0,0.519,0.038,-0.041,0
WASP-123,b,WASP-123 b,Transit,1,2.97764120,0.00000230,-0.00000230,0,0.042630,0.000740,-0.000740,0,0.000000,,,0,85.740,0.550,-0.550,0,0.52100,0.07400,-0.07400,0,0,214.00,11.00,-11.00,0,,,,,5740.00,130.00,-130.00,0,1.17,0.06,-0.06,0,1.28,0.05,-0.05,0,2016-06-03,114.200,2.200,-2.200,0,1520,50,-50,0,285.72917,11.44188,-11.44188,0,14.773,0.729,-0.729,0,0.1289000,0.0014000,-0.0014000,0,SuperWASP,0,5.194362,-19.486883,16.93,0.00,0.00,0,4.29,0.03,-0.03,0,,,,
WASP-124,b,WASP-124 b,Transit,1,3.37265000,0.00000100,-0.00000100,0,0.044900,0.000700,-0.000700,0,0.017000,,,1,86.300,0.200,-0.200,0,0.43000,0.05000,-0.05000,0,0,433.00,11.00,-11.00,0,454.38,7.64,-7.64,0,6050.00,100.00,-100.00,0,1.07,0.05,-0.05,0,1.02,0.02,-0.02,0,2016-05-05,77.000,8.000,-8.000,0,1400,30,-30,0,190.69800,22.24810,-22.24810,0,13.899,0.336,-0.336,0,0.1071000,0.0006000,-0.0006000,0,SuperWASP-South,0,17.256886,-54.866276,-5.88,0.01,-0.01,0,4.44,0.02,-0.02,0,,,,
WASP-127,b,WASP-127 b,Transit,1,4.17806200,0.00000200,-0.00000200,0,0.052000,0.000500,-0.000500,0,,,,,88.700,0.800,-0.600,0,0.09000,0.01300,-0.01300,0,0,102.00,12.00,-12.00,0,160.23,1.20,-1.20,0,5620.00,85.00,-85.00,0,1.08,0.03,-0.03,0,1.39,0.03,-0.03,0,2016-12-01,,,,,1400,24,-24,0,57.20940,6.35660,-6.35660,0,15.356,0.448,-0.448,0,0.1795000,0.0007000,-0.0007000,0,SuperWASP,0,252.723525,46.061397,-8.25,0.89,-0.89,0,4.18,0.01,-0.01,0,,,,
WASP-129,b,WASP-129 b,Transit,1,5.74814500,0.00000400,-0.00000400,0,0.062800,0.000700,-0.000700,0,0.096000,,,1,87.700,0.200,-0.200,0,1.60000,0.30000,-0.30000,0,0,246.00,7.00,-7.00,0,304.06,3.38,-3.38,0,5900.00,100.00,-100.00,0,1.00,0.03,-0.03,0,0.90,0.02,-0.02,0,2016-05-05,110.000,10.000,-10.000,0,1100,25,-25,0,317.83000,31.78300,-31.78300,0,10.424,0.336,-0.336,0,0.1119000,0.0008000,-0.0008000,0,SuperWASP-South,0,289.988909,19.136998,21.99,0.01,-0.01,0,4.53,0.02,-0.02,0,,,,
WASP-130,b,WASP-130 b,Transit,1,11.55098000,0.00001000,-0.00001000,0,0.101200,0.001400,-0.001400,0,0.000000,,,0,88.660,0.120,-0.120,0,2.34000,0.24000,-0.24000,0,0,180.00,30.00,-30.00,0,173.10,1.38,-1.38,0,5625.00,90.00,-90.00,0,1.04,0.04,-0.04,0,0.96,0.03,-0.03,0,2016-12-01,108.000,2.000,-2.000,0,833,18,-18,0,390.93090,12.71320,-12.71320,0,9.976,0.336,-0.336,0,0.1550000,0.0010000,-0.0010000,0,SuperWASP-South,0,310.945509,19.757886,1.46,0.00,0.00,0,4.49,0.02,-0.02,0,,,,
WASP-131,b,WASP-131 b,Transit,1,5.32202300,0.00000500,-0.00000500,0,0.060700,0.000900,-0.000900,0,0.000000,,,0,85.000,0.300,-0.300,0,0.20000,0.03000,-0.03000,0,0,250.00,50.00,-50.00,0,201.18,2.63,-2.63,0,6030.00,90.00,-90.00,0,1.06,0.06,-0.06,0,1.53,0.05,-0.05,0,2016-12-01,30.500,1.700,-1.700,0,1460,30,-30,0,85.81410,6.35660,-6.35660,0,13.675,0.560,-0.560,0,0.1596000,0.0014000,-0.0014000,0,SuperWASP-South,0,320.152596,29.959094,-19.66,0.00,0.00,0,4.09,0.03,-0.03,0,,,,
WASP-132,b,WASP-132 b,Transit,1,7.13352100,0.00000900,-0.00000900,0,0.067000,0.001000,-0.001000,0,0.000000,,,0,89.600,0.300,-0.300,0,0.84000,0.08000,-0.08000,0,0,120.00,20.00,-20.00,0,123.35,0.56,-0.56,0,4775.00,100.00,-100.00,0,0.80,0.04,-0.04,0,0.74,0.02,-0.02,0,2016-12-01,51.000,3.000,-3.000,0,763,16,-16,0,130.31030,9.53490,-9.53490,0,9.752,0.336,-0.336,0,0.1284000,0.0009000,-0.0009000,0,SuperWASP-South,0,320.271872,13.352863,31.07,0.00,0.00,0,4.61,0.02,-0.02,0,,,,
WASP-133,b,WASP-133 b,Transit,1,2.17642300,0.00000100,-0.00000100,0,0.034500,0.000700,-0.000700,0,0.170000,,,1,87.000,1.000,-1.000,0,0.88000,0.09000,-0.09000,0,0,547.00,21.00,-21.00,0,567.57,16.85,-16.85,0,5700.00,100.00,-100.00,0,1.16,0.08,-0.08,0,1.44,0.05,-0.05,0,2016-05-05,170.000,10.000,-10.000,0,1790,40,-40,0,368.68280,28.60470,-28.60470,0,13.563,0.560,-0.560,0,0.1433000,0.0007000,-0.0007000,0,SuperWASP-South,0,7.633147,-40.255680,-23.91,0.01,-0.01,0,4.18,0.02,-0.02,0,,,,
WASP-135,b,WASP-135 b,Transit,1,1.40137940,0.00000080,-0.00000080,0,0.024300,0.000500,-0.000500,0,0.000000,,,0,82.000,0.600,-0.600,0,1.16000,0.23000,-0.23000,0,0,300.00,45.00,-45.00,0,300.80,1.43,-1.43,0,5675.00,60.00,-60.00,0,0.98,0.06,-0.06,0,0.96,0.05,-0.05,0,2015-12-03,346.000,3.000,-3.000,0,,,,,603.87700,25.42640,-25.42640,0,14.572,1.009,-1.009,0,0.0690000,0.0010000,-0.0010000,0,SuperWASP,0,54.917304,25.744030,-32.33,0.00,0.00,0,4.47,0.03,-0.03,0,,,,
WASP-136,b,WASP-136 b,Transit,1,5.21535700,0.00000600,-0.00000600,0,0.066100,0.001200,-0.001200,0,,,,,84.700,1.600,-1.300,0,0.77300,0.30600,-0.19700,0,0,164.00,18.00,-18.00,0,277.71,4.57,-4.57,0,6260.00,100.00,-100.00,0,1.41,0.07,-0.07,0,2.21,0.22,-0.22,0,2016-12-01,,,,,1742,82,-82,0,479.92330,25.42640,-25.42640,0,15.468,1.793,-1.793,0,0.2272000,0.0033000,-0.0033000,0,SuperWASP,0,87.528348,-68.280800,11.64,0.38,-0.38,0,3.90,0.06,-0.06,0,,,,
WASP-138,b,WASP-138 b,Transit,1,3.63443300,0.00000500,-0.00000500,0,0.049400,0.000700,-0.000700,0,,,,,88.500,0.900,-1.200,0,1.20000,0.13000,-0.19400,0,0,308.00,51.00,-51.00,0,419.16,7.63,-7.63,0,6272.00,96.00,-96.00,0,1.22,0.05,-0.05,0,1.36,0.05,-0.05,0,2016-12-01,,,,,1590,31,-31,0,387.75260,25.42640,-25.42640,0,12.218,0.560,-0.560,0,0.1572000,0.0012000,-0.0012000,0,SuperWASP,0,173.746318,-51.602565,,,,,4.25,0.02,-0.02,0,,,,
WASP-139,b,WASP-139 b,Transit,1,5.92426200,0.00000400,-0.00000400,0,0.062000,0.002000,-0.002000,0,0.000000,,,0,88.900,0.500,-0.500,0,0.31000,0.05000,-0.05000,0,0,230.00,40.00,-40.00,0,213.78,1.11,-1.11,0,5310.00,90.00,-90.00,0,0.92,0.10,-0.10,0,0.80,0.04,-0.04,0,2016-12-01,14.000,1.400,-1.400,0,910,30,-30,0,37.18611,5.40311,-5.40311,0,8.967,0.560,-0.560,0,0.1180000,0.0010000,-0.0010000,0,SuperWASP-South,0,247.794157,-56.825257,-13.00,0.00,0.00,0,4.59,0.06,-0.06,0,,,,
WASP-140,b,WASP-140 b,Transit,1,2.23598350,0.00000080,-0.00000080,0,0.032300,0.000500,-0.000500,0,0.047000,0.003500,-0.003500,0,83.300,0.500,-0.800,0,1.10000,0.50000,-0.50000,0,0,180.00,30.00,-30.00,0,118.00,0.60,-0.60,0,5260.00,100.00,-100.00,0,0.90,0.04,-0.04,0,0.87,0.04,-0.04,0,2016-12-01,403.000,3.000,-3.000,0,1320,40,-40,0,775.50520,22.24810,-22.24810,0,16.141,4.708,-2.018,0,0.0631000,0.0009000,-0.0009000,0,SuperWASP-South,0,214.794298,-46.254055,2.12,0.00,0.00,0,4.51,0.04,-0.04,0,,,,
WASP-141,b,WASP-141 b,Transit,1,3.31065100,0.00000500,-0.00000500,0,0.046900,0.000700,-0.000700,0,0.000000,,,0,87.600,1.300,-1.300,0,1.98000,0.33000,-0.33000,0,0,570.00,150.00,-150.00,0,524.30,8.69,-8.69,0,5900.00,120.00,-120.00,0,1.25,0.06,-0.06,0,1.37,0.07,-0.07,0,2016-12-01,315.000,15.000,-15.000,0,1540,50,-50,0,854.96270,47.67450,-47.67450,0,13.563,0.897,-0.897,0,0.1500000,0.0010000,-0.0010000,0,SuperWASP-South,0,215.535724,-34.939905,33.83,0.01,-0.01,0,4.26,0.04,-0.04,0,,,,
WASP-142,b,WASP-142 b,Transit,1,2.05286800,0.00000200,-0.00000200,0,0.034700,0.000700,-0.000700,0,0.000000,,,0,80.200,0.600,-0.600,0,0.31000,0.07000,-0.07000,0,0,840.00,310.00,-310.00,0,746.14,24.22,-24.22,0,6010.00,140.00,-140.00,0,1.33,0.08,-0.08,0,1.64,0.08,-0.08,0,2016-12-01,109.000,10.000,-10.000,0,2000,60,-60,0,266.97720,28.60470,-28.60470,0,17.150,0.897,-0.897,0,0.1117000,0.0016000,-0.0016000,0,SuperWASP-South,0,253.327464,18.163959,47.13,0.01,-0.01,0,4.13,0.04,-0.04,0,,,,
WASP-144,b,WASP-144 b,Transit,1,2.27831520,0.00000130,-0.00000130,0,0.031600,0.000500,-0.000500,0,0.000000,,,0,86.900,0.500,-0.500,0,0.95000,0.20000,-0.20000,0,0,358.72,10.47,-10.47,0,358.72,10.47,-10.47,0,5200.00,140.00,-140.00,0,0.81,0.04,-0.04,0,0.81,0.04,-0.04,0,2018-10-26,78.000,11.000,-11.000,0,1260,40,-40,0,139.84520,19.06980,-19.06980,0,9.528,0.560,-0.560,0,0.0814000,0.0007000,-0.0007000,0,SuperWASP-South,0,2.261698,-45.392241,16.11,0.01,-0.01,0,4.53,0.03,-0.03,0,,,,
WASP-145 A,b,WASP-145 A b,Transit,1,1.76903810,0.00000080,-0.00000080,0,0.026100,0.000500,-0.000500,0,0.000000,,,0,83.300,1.300,-1.300,0,1.60000,1.30000,-1.30000,0,0,91.54,0.24,-0.24,0,91.54,0.24,-0.24,0,4900.00,150.00,-150.00,0,0.76,0.04,-0.04,0,0.68,0.07,-0.07,0,2018-10-26,178.000,6.000,-6.000,0,1200,60,-60,0,282.86870,12.71320,-12.71320,0,10.088,4.484,-4.484,0,0.0407000,0.0016000,-0.0016000,0,SuperWASP-South,0,336.103213,-43.037323,3.35,0.01,-0.01,0,4.65,0.10,-0.10,0,,,,
WASP-147,b,WASP-147 b,Transit,1,4.60273000,0.00002700,-0.00002700,0,0.054900,0.001200,-0.001300,0,0.000000,,,0,87.900,1.500,-1.600,0,0.26300,0.08100,-0.08000,0,0,426.00,14.00,-14.00,0,441.48,9.32,-9.32,0,5702.00,100.00,-100.00,0,1.04,0.07,-0.07,0,1.43,0.14,-0.08,0,2018-11-01,32.700,2.800,-2.800,0,1404,69,-43,0,87.40325,8.89924,-8.58141,0,12.498,1.569,-1.042,0,0.1831000,0.0041000,-0.0033000,0,SuperWASP-South,0,51.792744,-76.628206,-1.62,0.00,0.00,0,,,,,,,,
WASP-150,b,WASP-150 b,Transit,1,5.64420700,0.00000300,-0.00000400,0,0.069400,0.001100,-0.000800,0,0.377500,0.003800,-0.002900,0,84.010,0.250,-0.200,0,8.54000,0.66000,-0.62000,0,0,536.14,5.89,-5.89,0,536.14,5.89,-5.89,0,6218.00,49.00,-45.00,0,1.39,0.07,-0.05,0,1.65,0.02,-0.03,0,2020-05-21,,,,,1460,11,-11,0,2688.84180,88.99240,-63.56600,0,11.994,0.269,-0.280,0,0.1299000,0.0010000,-0.0015000,0,SuperWASP-North,0,80.493116,32.343179,-53.69,0.79,-0.79,0,4.15,0.03,-0.02,0,,,,
WASP-151,b,WASP-151 b,Transit,1,4.53347100,0.00000400,-0.00000400,0,0.055000,0.001000,-0.001000,0,0.003000,,,1,89.200,0.600,-0.600,0,0.29000,0.04000,-0.03000,0,0,458.91,10.02,-10.02,0,458.91,10.02,-10.02,0,5871.00,57.00,-57.00,0,1.08,0.08,-0.08,0,1.14,0.03,-0.03,0,2017-10-26,37.000,4.000,-3.000,0,1290,20,-10,0,98.52730,12.71320,-9.53490,0,12.666,0.336,-0.336,0,0.1525000,0.0008333,-0.0004167,0,SuperWASP-South,0,79.215912,-54.279525,-13.24,2.23,-2.23,0,4.35,0.02,-0.03,0,,,,
WASP-153,b,WASP-153 b,Transit,1,3.33260900,0.00000200,-0.00000200,0,0.048000,0.001000,-0.001000,0,0.009000,,,1,84.100,0.700,-0.700,0,0.15000,0.03000,-0.03000,0,0,430.00,35.00,-35.00,0,620.99,9.14,-9.14,0,5914.00,64.00,-64.00,0,1.34,0.09,-0.09,0,1.73,0.10,-0.09,0,2017-10-26,44.000,2.000,-2.000,0,1700,40,-40,0,123.95370,6.35660,-6.35660,0,17.374,1.121,-0.897,0,0.1600000,0.0020833,-0.0020833,0,SuperWASP,0,68.689334,19.632074,-28.32,3.07,-3.07,0,4.10,0.06,-0.06,0,,,,
WASP-156,b,WASP-156 b,Transit,1,3.83616900,0.00000300,-0.00000300,0,0.045300,0.000900,-0.000900,0,0.007000,,,1,89.100,0.600,-0.900,0,1.30000,0.10000,-0.10000,0,0,140.00,25.00,-25.00,0,122.49,0.64,-0.64,0,4910.00,61.00,-61.00,0,0.84,0.05,-0.05,0,0.76,0.03,-0.03,0,2017-10-26,19.000,1.000,-1.000,0,970,30,-20,0,40.68224,3.17830,-2.86047,0,5.717,0.224,-0.224,0,0.1004167,0.0016667,-0.0012500,0,SuperWASP,0,159.090382,-54.760240,9.30,0.61,-0.61,0,4.60,0.04,-0.07,0,,,,
WASP-157,b,WASP-157 b,Transit,1,3.95162300,0.00001800,-0.00001800,0,0.049900,0.000600,-0.000600,0,,,,,,,,,,,,,0,337.71,6.33,-6.33,0,337.12,6.46,-6.46,0,5772.00,86.00,-86.00,0,1.06,0.04,-0.04,0,1.10,0.03,-0.03,0,2018-10-26,,,,,1193,24,-24,0,,,,,11.190,0.280,-0.280,0,,,,,SuperWASP,0,317.683455,53.543493,-21.95,0.00,0.00,0,4.38,0.03,-0.03,0,,,,
